post_title,post_date,comment_id,comment_parent,comment_author,comment_date,comment_content
"Vitajte na novej komunite!","2016-09-27 13:21:37",110,105,Emily,"2016-10-01 10:39:03","vitana zmena :) 
toto mi napisalo: Odesíláte komentáře moc rychle po sobě. Zpomalte prosím. 
:D asi mam rychly prstoklad :D aspon na cosi bola ta obchodna akademia dobra :D"
"Vitajte na novej komunite!","2016-09-27 13:21:37",109,107,Emily,"2016-10-01 10:38:03","na tu odpoved Ta hodi - je hned na vrchu obrazovky, tiez som to chvilu hladala - a ked nie si prihlasena, tak musis este raz nakopirovat cely odkaz, lebo ak si vsimnes, tak Ti otvori len stranu a nie cely komentar"
"Vitajte na novej komunite!","2016-09-27 13:21:37",108,106,Emily,"2016-10-01 10:36:36","este nie, este nic neprislo, tak cakam :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",107,0,Hermione,"2016-10-01 08:48:48","Ahojte :-)
Neviem ako to bude tu fungovat, ale ja by som privitala, ked mi niekto bude komentovat moju odpoved a dostanem mailom o tom spravu, tak ked sa prihlasim, aby ma hned na moju odpoved ma hodilo a nemusela hladat medzi ostatnymi, ze kde som :-) Vdaka, pekny den :-)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",106,99,tippy,"2016-10-01 07:27:59","nazdar, zupan uz mas doma?"
"Vitajte na novej komunite!","2016-09-27 13:21:37",105,0,cokoladka,"2016-09-30 22:53:23","ha aj správy medzi sebou sa dajú písať, no ja  žasnem :-D :-D"
"Vitajte na novej komunite!","2016-09-27 13:21:37",104,0,cokoladka,"2016-09-30 22:42:47","a nepochopila som  tú info pri nahrávaní fotky, že ma uvidíte vy a celý web? to ako? :-O"
"Vitajte na novej komunite!","2016-09-27 13:21:37",103,0,cokoladka,"2016-09-30 22:36:06","konečne som tu aj ja :-) a tie smailíky sa mi tu páčia :-D"
"Vitajte na novej komunite!","2016-09-27 13:21:37",102,96,evTOM,"2016-09-30 21:33:24","Tak je, je to v tom kus neprehľadnejšie - a ešte tie staršie a novšie komentáre... no neviem, toto sa mi nepáči :("
"Vitajte na novej komunite!","2016-09-27 13:21:37",101,86,evTOM,"2016-09-30 21:31:21","A celý život sa aj budeme :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",100,79,Emily,"2016-09-30 20:53:37","keby boli mensie okna na odpoved, takto tie komentare a vlakna zaberaju vela miesta na strane"
"Vitajte na novej komunite!","2016-09-27 13:21:37",99,81,Emily,"2016-09-30 20:52:58","zelena je prijemna ociam, ze? :) vitaj, aj Tebe pekny vikend :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",98,83,Emily,"2016-09-30 20:52:24","vitaaaaj :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",97,78,Emily,"2016-09-30 20:51:50","cas ukaze :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",96,77,Emily,"2016-09-30 20:51:30","mne trochu vadia velke okienka na odpovede, menej sa toho vojde na stranu"
"Vitajte na novej komunite!","2016-09-27 13:21:37",95,73,Emily,"2016-09-30 20:50:45","mozno este doprekladaju, alebo ako pises, zvykneme si"
"Vitajte na novej komunite!","2016-09-27 13:21:37",94,70,Emily,"2016-09-30 20:48:39","ano, je to plus a neviem, ci teraz odpovedam sebe alebo Tebe, lebo na Tvoj komentar sa neda dat odpoved... zeby bol obmedzeny pocet?"
"Vitajte na novej komunite!","2016-09-27 13:21:37",93,80,Emily,"2016-09-30 20:42:18","skusila som Ti poslat spravu, prisla? asi to ide :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",92,84,Emily,"2016-09-30 20:39:27","netusim, hentam to bolo prehladnejsie, odpoved bola na par riadkov, tutu ma kazdy komentar zbytocne velke okno"
"Vitajte na novej komunite!","2016-09-27 13:21:37",91,38,Max,"2016-09-30 20:28:11","na minule forum bola tak snad sa dockame aj tu"
"Vitajte na novej komunite!","2016-09-27 13:21:37",90,66,evTOM,"2016-09-30 20:10:56","to sa aj mne páči, lebo sem tam kus pozabudnem :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",89,72,sarron,"2016-09-30 20:03:30","Kde v tej aplikacii??"
"Vitajte na novej komunite!","2016-09-27 13:21:37",88,71,sarron,"2016-09-30 20:02:45",;-)
"Vitajte na novej komunite!","2016-09-27 13:21:37",87,70,sarron,"2016-09-30 20:02:12","Ale zase vyhoda ze vidis komentar priamo v maile to je +"
"Vitajte na novej komunite!","2016-09-27 13:21:37",86,85,Monulka,"2016-09-30 19:51:18","sranda učíme sa :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",85,83,evTOM,"2016-09-30 19:39:16","No to asi všetci postupne - Monulka:)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",84,63,evTOM,"2016-09-30 19:18:55","Som zvedavý - ako mi zaradí odpoveď na Emily... opravila si si chybu - a to ti písalo asi čas, že dokedy môžeš???"
"Vitajte na novej komunite!","2016-09-27 13:21:37",83,0,Monulka,"2016-09-30 19:17:53","Zaujímavé prajem pekný večer,ale musím sa tu nejak zorientovať :D"
"Vitajte na novej komunite!","2016-09-27 13:21:37",82,62,Monulka,"2016-09-30 19:17:03","ešte si musíme zvyknúť"
"Vitajte na novej komunite!","2016-09-27 13:21:37",81,0,tippy,"2016-09-30 18:51:45","Ahojte, pozdravujem, teším sa na nové témy, A pekný víkend. A príjemný dizajn..."
"Vitajte na novej komunite!","2016-09-27 13:21:37",80,63,Ajka,"2016-09-30 18:49:05","A ja som si az teraz vsimla ze sa daju posielat sukromne spravy medzi sebou navzajom..alebo sa mylim? Ked kliknem na tu zelenu obalocku pri mene.."
"Vitajte na novej komunite!","2016-09-27 13:21:37",79,0,evTOM,"2016-09-30 18:46:24","Dobrý deň všetkým, či už podvečer. Ďakujem predovšetkým za pozvanie. Anglické výrazy tu aj mne vadia, takže poprosím o preklad:) Budem rád, keď nové bude lepšie vo všetkom:) Ukáže to len čas..."
"Vitajte na novej komunite!","2016-09-27 13:21:37",78,0,Ajka,"2016-09-30 18:35:52","Fíííha..je to tu pekné. Páči sa mi to teraz viac a zrejme aj lepšie prispôsobiteľné na mobilné zariadenia. Teším sa."
"Vitajte na novej komunite!","2016-09-27 13:21:37",77,0,jks,"2016-09-30 18:33:02","V postate stará verzia mi nevadila. Ale tento formát sa mi páči. V podstate všetko čo sa inovuje je krajšie a prijemnejšie."
"Vitajte na novej komunite!","2016-09-27 13:21:37",76,75,yka,"2016-09-30 18:29:43","tak to je super :-DDDD"
"Vitajte na novej komunite!","2016-09-27 13:21:37",75,74,Emily,"2016-09-30 18:25:56","yka, nie si moje dvojca? :D fialova je top :) zelena az po nej"
"Vitajte na novej komunite!","2016-09-27 13:21:37",74,64,yka,"2016-09-30 18:12:27","zelena je u mna predovsetkym irsko, tak preto ma u mna specialne miesto :-D inak uplna jednotka je fialova"
"Vitajte na novej komunite!","2016-09-27 13:21:37",73,0,Mata,"2016-09-30 17:56:54","Ahojte,mne sa páčilo aj na starej-nič mi tam nevadilo :) .Táto nová vyzerá tiež super,myslím,že sa tu rýchlo zorientujem :) trošku mi vadi,že je tu pár vecí anglický,ale preklad si domyslím :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",72,68,Emily,"2016-09-30 17:50:23","a na notifikaciu sa neda kliknut, musi sa nakopirovat do nového okna"
"Vitajte na novej komunite!","2016-09-27 13:21:37",71,69,Emily,"2016-09-30 17:49:16","uz som mudrejsia :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",70,67,Emily,"2016-09-30 17:48:07","ano, neotvara vsetky komentáre naraz- len zopar a potom starsie prispevky"
"Vitajte na novej komunite!","2016-09-27 13:21:37",69,52,sarron,"2016-09-30 17:47:41","Wordpress je redakcny system jeden z viacerych hehe"
"Vitajte na novej komunite!","2016-09-27 13:21:37",68,50,sarron,"2016-09-30 17:47:14","Nje este som nehladal"
"Vitajte na novej komunite!","2016-09-27 13:21:37",67,58,sarron,"2016-09-30 17:45:50","To je pravda a este myslim ze je aj malo tych prispevkov na jednu stranu"
"Vitajte na novej komunite!","2016-09-27 13:21:37",66,48,Emily,"2016-09-30 17:38:23","budu tu k nahliadnutiu aj uzamknute temy, takze uz sa nestane, ze nam niekto odpise a uz si to neprecitame kvôli uzamknutiu temy :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",65,47,Emily,"2016-09-30 17:37:33","snad este doprekladaju :) ale zvyknes si, zmena je zivot :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",64,45,Emily,"2016-09-30 17:36:38","Zelena ako Cetelem aj Millwardbrown :) aj ja si takmer vsade nastavujem zelenu, je prijemna na oci :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",63,44,Emily,"2016-09-30 17:36:07","paci sa mi, ze sa da aj komentar upravit - urobila som hrubku a hned som si ju mohla opravit :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",62,43,Emily,"2016-09-30 17:35:14","asi postupne dostavame vsetci pozvanky, tak asi ano :) akurát neaktivni dostanu po 2 mesiacoch upomienku, co som citala pravidla. A znizili max odmenu z 20 na 17 eur"
"Vitajte na novej komunite!","2016-09-27 13:21:37",61,36,Emily,"2016-09-30 17:34:17","uvidíme casom a pouzivanim :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",60,35,Emily,"2016-09-30 17:32:47","hej, ja uz som nasla aj jednu nevyhodu oproti predoslej - predtým sme mali komentáre k príspevkom na dva-tri riadky, teraz ma kazdy komentar velke okienko, tak sa bude dlhsie rolovat, ved uvidime"
"Vitajte na novej komunite!","2016-09-27 13:21:37",59,34,Emily,"2016-09-30 17:31:36","aj mne to tu trosku skace, ked nieco napisem, tak uvidíme, ked nas tu bude 30 :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",58,42,Emily,"2016-09-30 17:30:54","uz som prisla na nedostatky - bude tu dlhsie listovanie - predtým bol komentar k prispevku na riadok-dva-tri a teraz ma kazdy vacsie okienko.. ale zvykneme si :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",57,29,Emily,"2016-09-30 17:29:26","a mozeme si spatne pozriet aj uzatvorene temy :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",56,28,Emily,"2016-09-30 17:28:44","to uz z mobilu? :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",55,25,Emily,"2016-09-30 17:28:10","casom na to prideme, co by ""trebalo"" zlepsit :) to vyplynie az casom pouzivania"
"Vitajte na novej komunite!","2016-09-27 13:21:37",54,24,Emily,"2016-09-30 17:27:08","uvidíme, ako to bude fungovat dalej :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",53,22,Emily,"2016-09-30 17:26:42","vitaj ako prva :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",52,23,Emily,"2016-09-30 17:26:17","aj mne sa zdalo, ze som slovo wordpress uz pocula :) suvisi to spolu alebo je to nahoda rovnakého nazvu?"
"Vitajte na novej komunite!","2016-09-27 13:21:37",50,38,Emily,"2016-09-30 17:24:01","uz si nasiel?"
"Vitajte na novej komunite!","2016-09-27 13:21:37",49,30,Emily,"2016-09-30 17:23:33","funguje aj na mobile? Mobile just like you? :D"
"Vitajte na novej komunite!","2016-09-27 13:21:37",48,0,Karkulka,"2016-09-30 16:57:04","musim sa tu riadne rozkukat, ale zatial to vyzera velmi dobre :-)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",47,0,efendy,"2016-09-30 16:36:07","Dobrý deň všetkým.
Podľa mňa je zbytočne zložitá. A hneď na začiatku v nastaveniach ma ,,vytočilo"", že mi to vypisuje po anglicky a nedá sa to preložiť. 
Prosím dotiahnuť slovenský jazyk!!!"
"Vitajte na novej komunite!","2016-09-27 13:21:37",46,0,Emily,"2016-09-30 16:21:48","Dakujem za pozvanie :)
Trochu sa tu okukam a zvyknem si na nove prostredie.. Hlasovala som, ze obe su dobre, lebo sa mi pacilo aj v starej, no potom som si vsimla, ze hore su uzatvorene temy, ktore sa daju este spatne precitat a zmenila som nazor :) Takisto je super odpocitavanie do uzatvorenie temy, takto si kazdy vie vyratat, kolko ma este dni do konca. Tato platforma je lepsiaaaa :) Konecne mi tu ide aj fotka vlozit :) Tesim sa na nove temy, uz mam zhave prsty :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",45,0,yka,"2016-09-30 16:18:26","ahojte, mne sa to celkom paci - najma to farebne zladenie. zelenu mam rada, hned je to take zivsie, pozitivnejsie :-)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",44,0,maromi,"2016-09-30 15:53:09","som tu prvy krat a zatial sa mi tu pači, všetko vyzera fajn, aj na samotnu stranku sa dobre pozera. tak všetkym príjemne diskutovanie :-)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",43,0,Michaela,"2016-09-30 15:41:05","SUper, super, super... moj prvy dojem je super :) Som rada,ze som tu :) snad sa tu zase zideme skvela partia ludi :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",42,41,sarron,"2016-09-30 15:33:38","ano ano presne o tom ;)))"
"Vitajte na novej komunite!","2016-09-27 13:21:37",41,40,Evelina,"2016-09-30 15:09:57","so šampanským, jahodami atd?...:)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",40,39,sarron,"2016-09-30 15:08:13","no tak co myslis....bude nejaka tema o tom aquaparku ako sme pisali? :DDD"
"Vitajte na novej komunite!","2016-09-27 13:21:37",39,37,Evelina,"2016-09-30 15:07:04","Áno, mala a aj mám ale až tú zadnú profilovú teraz :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",38,23,sarron,"2016-09-30 15:01:53","je aj nejaka mobilna aplikacia? to som ani nehladal ;))))"
"Vitajte na novej komunite!","2016-09-27 13:21:37",37,32,sarron,"2016-09-30 15:00:33","no Evelina macka? ;) nemala si dceru? Myslim v obrazku ;)))"
"Vitajte na novej komunite!","2016-09-27 13:21:37",36,0,sarron,"2016-09-30 14:59:08","No tak ja si myslim ze aj stara mala co do seba ale kazda inovacia je krok vpred, nje? Rovnako ako Cetelem -&gt; Hello Bank ;)), uvidime ako to tu pojde ale myslim ze to bude rovnako zabavne ;)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",35,0,lili,"2016-09-30 14:51:11","Ahojte. Konečne som si mohla nahrať foto :)
Páči sa mi viac, ale myslím, že konkrétne pripomienky budem vedieť povedať až po otestovaní a reálnom fungovaní v komunite."
"Vitajte na novej komunite!","2016-09-27 13:21:37",34,0,romcos,"2016-09-30 14:48:22","Je pravda, že som hlasoval, že obe sú rovnako dobré.
Ale ""kolem a kolem"" :-) áno, vidieť ľudí online, zostávajúce dní do uzavretia témy a zatiaľ prehľadnosť.
Jediné mínus, sa mi zdá, že je pomalá odozva serveru. Ale snáď sa to zrýchli. Lebo ak nie, neviem si predstaviť, keď nás tu bude viac písať.
Zatiaľ ďakujem. Spokojnosť :-)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",33,32,Evelina,"2016-09-30 13:57:18","Vidieť tu aj on line prihlásených ludí, super :), asi tu bude týmpádom aj rýchlejšia komunikácia :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",32,0,Evelina,"2016-09-30 13:55:25","Jeeej, ahojte, páči sa mi to tu, už som si aj nastavila profil, fotky... :)
Zatiaľ sa mi to tu páči :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",30,22,crima,"2016-09-30 09:39:45","musim aj ja otestovat na mobile.."
"Vitajte na novej komunite!","2016-09-27 13:21:37",29,0,Miro,"2016-09-30 09:38:32","Zdravím,
kladne hodnotím aj informáciu na hlavnej stránke, koľko dní chýba do uzavretia témy, myslím, že aj prehľadnosť stránky je lepšia,
s pozdravom,
M."
"Vitajte na novej komunite!","2016-09-27 13:21:37",28,0,crima,"2016-09-30 09:36:42","velmi pekne, jednoduche a prehladne :)"
"Vitajte na novej komunite!","2016-09-27 13:21:37",27,0,rasty,"2016-09-30 08:38:50","Zatiaľ to vyzerá dobre."
"Vitajte na novej komunite!","2016-09-27 13:21:37",26,0,Kubo,"2016-09-30 08:23:13","Ahojte, zatiaľ to vyzerá dobre,"
"Vitajte na novej komunite!","2016-09-27 13:21:37",25,0,Ivka,"2016-09-29 20:50:45","Ahojte. Pači sa mi tato nova platforma, hoci  stara tiez nie je na zahodenie Zatial ma nenapada nic, co by sa dalo vylepsit. Je to tu dobre prehladne, vsetko je lahko dostupne."
"Vitajte na novej komunite!","2016-09-27 13:21:37",24,0,Lenocka33,"2016-09-29 20:15:33","Grafika sa zlepšila"
"Vitajte na novej komunite!","2016-09-27 13:21:37",23,22,Max,"2016-09-29 20:06:54","mno wordpress mam rad takze urcite je to posun vpred. je to take aktualnejsie. a este by ma zajumalo ci bude aktualizovana aj mobilna appka na android. tak nech sa nam tu vsetkym dari"
"Vitajte na novej komunite!","2016-09-27 13:21:37",22,0,veronka,"2016-09-29 18:57:27","Tak tusim som tu prva  a musim povedat, ze grafika sa mi tu paci viac 
Prezeram zatial na mobile a chvalim "
